restaurantsName,restaurantType,location,src,rating,reviews,url,description,quickFacts,businessHours
Qazi's,INDIAN,"473 North 36th Street, Fremont, WA",https://www.zabihah.com/img/photos/33460_logo.jpg,3,1,https://www.zabihah.com/biz/Fremont/Qazis/J4P94tnJqo,"Qazis Indian Restaurant is an Indian food restaurant in Seattle, WA - in the Fremont neighborhood of Seattle, WA. Outdoor dining, delivery, catering, lunch buffet, dinner and great all around Indian food. ","(206) 632-3575 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Falafel King,MEDITERRANEAN,"1509 1st Avenue, Seattle, WA",https://www.zabihah.com/img/photo_zabihah.png,1.5,2,https://www.zabihah.com/biz/Seattle/Falafel-King/gZTalG2E1R,"null","(206) 381-0857 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go ",10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Blue Olive Mediterranean Café,MEDITERRANEAN,"3000 184th Street SW, Lynnwood, WA",https://www.zabihah.com/img/photos/30750_logo.jpg,2.5,2,https://www.zabihah.com/biz/Lynnwood/Blue-Olive-Mediterranean-Cafe/vGTiU2UoPe,"Fast food restaurant inside Alderwood Mall food court. Come try us, and you'll know the difference. With every bite, you'll know the value of your money and the value of good, healthy, fast food...We guarantee that you'll enjoy your experience. Try our Shawarma, Falafel, Hummus, and Salads. All freshly made right in front of your eyes. ","(425) 673-0140 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Emerald City Fish & Chips,"AMERICAN, SEAFOOD","3756 Rainier Avenue South, Seattle, WA",https://www.zabihah.com/img/photos/146173_logo.jpg,3,2,https://www.zabihah.com/biz/Seattle/Emerald-City-Fish-amp-Chips/o8Nz07Fhlt,"Stevie Allen opened Emerald City Fish &amp; Chips on Seattle’s Rainier Avenue the day after Christmas in 2009. Since then his tasty, blue ribbon, southern recipes have delighted thousands of fans who line up to feast on his Alaskan cod, halibut, catfish and salmon dishes. His menu offers something for everyone. Growing up Stevie observed and assisted his Southern raised Grandmother with her cooking. His menu offers a sampling of his childhood recipes combined with a Northwest twist. Enjoy crab puppies with just the right amount of spice, sweet potato fries with spicy tartar &amp; garlic vinegar, juicy gourmet burgers, perfectly seasoned oysters &amp; prawns, a variety of po'boy sandwiches, chowder and salad. Located in the Rainier valley with easy access from Interstate 5 and Interstate 90, it’s worth the drive to experience Emerald City Fish &amp; Chips! Open seven days a week for lunch and dinner. ",(206) 701-0745 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Olive Tree,MIDDLE EASTERN,"12910 SE Kent-Kangley Road, Kent, WA",https://www.zabihah.com/img/photos/13906_logo.jpg,3.6,7,https://www.zabihah.com/biz/Kent/Olive-Tree/E6UTNlsyDc,"null","null","null"
Yusra & Sabah,SOMALI,"7729 Rainier Avenue South, Seattle, WA",https://www.zabihah.com/img/photos/152289.jpg,4,1,https://www.zabihah.com/biz/Seattle/Yusra-amp-Sabah/jHX9VyzN7c,"null","null","null"
Kastoori Grill,"INDIAN, NEPALESE","94 Stewart Street, Seattle, WA",https://www.zabihah.com/img/photos/152013_logo.jpg,NR,0,https://www.zabihah.com/biz/Seattle/Kastoori-Grill/O0yBTKB4r0,We are a casual restaurant specializing in Indian and Tibetan fare with a lunch buffet and vegetarian options. ,(206) 441-5456 | Full halal menu | null | $ out of $$$$ | Cash - accepted | Available to-go | Delivery available,11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p
Hummus Café,"MEDITERRANEAN, EGYPTIAN","8420 Greenwood Avenue North, Seattle, WA",https://www.zabihah.com/img/photos/150265.jpg,4,1,https://www.zabihah.com/biz/Seattle/Hummus-Cafe/LGcMquaUBy,"null","null","null"
Al Basha,"JORDANIAN, PALESTINIAN, MIDDLE EASTERN","2302 1st Avenue, Seattle, WA",https://www.zabihah.com/img/photos/146111_logo.jpg,4,1,https://www.zabihah.com/biz/Seattle/Al-Basha/FGVHz0hm3O,"At Al Basha, we bring you the same wonderful experiences we grew up on: from our warm Mediterranean hospitality, handmade recipes passed down for more than five generations. The robust flavors, exotic spices and colorful palette stimulate the senses and comfort the soul. More than a restaurant, it's a destination. . The extensive menu lets you sample the regional cuisines, with dishes to please meat lovers and vegetarians alike. Each dish is carefully prepared to showcase authentic Mediterranean cuisine while giving the diner an amazing array of flavors and aromas that truly excite the senses! ","(206) 441-4811 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go",11:00a-2:00a | 11:00a-2:00a | 11:00a-2:00a | 11:00a-2:00a | 11:00a-2:00a | 11:00a-3:00a | 11:00a-3:00a
Paranormal Pie,"ITALIAN, AMERICAN, MEDITERRANEAN","9435 Rainier Avenue South, Seattle, WA",https://www.zabihah.com/img/photos/145664_logo.jpg,4,1,https://www.zabihah.com/biz/Seattle/Paranormal-Pie/Mh6grc8sJy,"null","(206) 721-7777 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Petra Mediterranean Bistro,MEDITERRANEAN,"2501 4th Avenue, Seattle, WA",https://www.zabihah.com/img/photos/140986_logo.jpg,NR,0,https://www.zabihah.com/biz/Seattle/Petra-Mediterranean-Bistro/lcTX6t3Jcp,"Welcome to Petra Mediterranean Bistro your voyage to a world of Mediterranean cuisine; at Petra Bistro you will have the chance to experience the authentic tastes of Jordan, Lebanon, Greece, Turkey and Northern Africa. At Petra our mission is to offer our guests an exquisite dinning experience with extensive variety of appetizers, authentic dishes, and our house specialties. We also offer catering and delivery for big orders, as well as custom made orders and some Halal items. ",(206) 728-5389 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash - accepted | Available to-go,11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p
Can Am Pizza,ITALIAN,"17917 Bothell Everett Highway, Bothell, WA",https://www.zabihah.com/img/photos/140239_logo.jpg,NR,0,https://www.zabihah.com/biz/Bothell/Can-Am-Pizza/KrKH3SqPjL,"Enjoy our fresh and homemade, award-winning pizzas, subs, Gyros and pasta for your next meal. We are the home of the Gourmet pizza and pasta. ","(425) 487-8777 | Partial halal menu | null | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
La Grande Boulangerie,BAKERY,"22626 NE Inglewood Hill Road, Sammamish, WA",https://www.zabihah.com/img/photos/139047_logo.jpg,NR,0,https://www.zabihah.com/biz/Sammamish/La-Grande-Boulangerie/92koLSKwNt,"Edible flower cupcake bouquets. They come in 7's,12's and 19's. We do sell individual cupcakes in case of 6,12 &amp; 24. ",(517) 512-2920 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null  | Parking available,9:00a-5:00p | 9:00a-5:00p | 9:00a-5:00p | 9:00a-5:00p | 9:00a-5:00p | 9:00a-5:00p | 9:00a-5:00p
Ruchi,INDIAN,"17917 Bothell Everett Highway, Bothell, WA",https://www.zabihah.com/img/photos/138123_logo.jpg,NR,0,https://www.zabihah.com/biz/Bothell/Ruchi/x0kJlFvST1,"We welcome you to Ruchi Indian Restaurant and hope that our selection of food and quality of service will provide you with an unforgettable dining experience. Ruchi's team of dedicated staff strives to satisfy your every expectation whether dining-in our restaurant, Take-out or catering orders. We provide tailor made menus to suit your requirements and style. ","(425) 746-2144 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Gyros Tarboush,"LEBANESE, MIDDLE EASTERN","209 East Casino Road, Everett, WA",https://www.zabihah.com/img/photos/135796.jpg,NR,0,https://www.zabihah.com/biz/Everett/Gyros-Tarboush/onppQ2Hk8U,"Variety of Middle Eastern food. Gyros Tarboush started with just a humble storefront in Lebanon. Today, we still believe in giving you the best. Because of this, we pride ourselves on having fresh, local ingredients every day. We like to think of our food. You know, the kind your mom would have made. ","(425) 355-4976  | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go",11:00a-6:00p | 10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Indian Curry Palace,INDIAN,"17155 Southcenter Parkway, Tukwila, WA",https://www.zabihah.com/img/photos/54608.jpg,4,1,https://www.zabihah.com/biz/Tukwila/Indian-Curry-Palace/Nrz4fd0EpV,"null","null","null"
Zahaan,SOMALI,"21000 108th Avenue SE, Kent, WA",https://www.zabihah.com/img/photo_zabihah.png,NR,0,https://www.zabihah.com/biz/Kent/Zahaan/oW4qiESwFY,,(253) 854-4084 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p | 10:00a-9:00p
NW Halal Mediterranean Grocery,AFGHAN,"15047 Military Road South, Sea-Tac, WA",https://www.zabihah.com/img/photo_zabihah.png,4,3,https://www.zabihah.com/biz/Sea-Tac/NW-Halal-Mediterranean-Grocery/a6bH3fhWMe,A halal grocery along with a takeaway deli/restaurant. ,(206) 431-0941 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p
Gyro Zone,MEDITERRANEAN,"7510 40th Street West, University Place, WA",https://www.zabihah.com/img/photos/50634_logo.jpg,4.8,4,https://www.zabihah.com/biz/University-Place/Gyro-Zone/17tIArTL80,"We make all sorts of meaty sandwiches like shawerma's, kebabs, kofta's and so on and also veggie sandwiches. We have plate meals that you could choose a variety of different meats with rice and a salad. ","(253) 267-1616 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Naan N' Curry,PAKISTANI,"1420 NW Gilman Blvd., Suite N3, Issaquah, WA",https://www.zabihah.com/img/photos/150142_logo.jpg,5,1,https://www.zabihah.com/biz/Issaquah/Naan-N-Curry/aHnWJWBxLe,"NNC has been serving the Puget Sound since 2005. We are now in Issaquah! San Francisco, CA was the birthplace of Naan-N-Curry. In Renton since February of 2005, the team at Naan -N- Curry was determined to bring the same traditional Pakistani and Indian flavors from the Bay Area. The Puget Sound community has responded to this yearning and helped make Naan -N- Curry one of the most prominent Pakistani and Indian restaurants in Washington. ","(425) 392-4725 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go  | Delivery available | Parking available",12:00p-9:00p | CLOSE | 12:00p-9:00p | 12:00p-9:00p | 12:00p-9:00p | 12:00p-9:00p | 12:00p-9:00p
Mazaj Café,MIDDLE EASTERN,"1835 Auburn Way North, Suite C, Auburn, WA",https://www.zabihah.com/img/photos/145291_logo.jpg,5,1,https://www.zabihah.com/biz/Auburn/Mazaj-Cafe/MJtd3A76Rv,"Halal Middle Eastern restaurant, authentic Syrian food, authentic Turkish coffee. Mazaj Cafe is an independent coffee shop serving classic handcrafted coffee beverages and specialty hot and cold Mediterranean drinks and light bites in a friendly atmosphere... no mainstream music, never will be! ",(330) 687-9947 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available ,9:00a-7:00p | 9:00a-7:00p | 9:00a-7:00p | 9:00a-7:00p | 9:00a-7:00p | 9:00a-7:00p | 9:00a-7:00p
SeaTac International Market/Bustani Foods,SOMALI,"16324 International Blvd, SeaTac, WA",https://www.zabihah.com/img/photos/20263.jpg,5,1,https://www.zabihah.com/biz/SeaTac/SeaTac-International-MarketBustani-Foods/I79BidC3OQ,Afro-Mediterranean food near Seatac Airport. 100% halal. ,(206) 243-6930 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Chicken & Kabob,AMERICAN,"5801 Duke Street, Unit G328, Alexandria, VA",https://www.zabihah.com/img/photo_zabihah.png,5,1,https://www.zabihah.com/biz/Alexandria/Chicken-amp-Kabob/OAbUDYKvsr,"This place has a huge, all-halal menu that has a lot of American and Arab options. American options include philly cheesesteak and cheeseburgers and Arab options include shawarma and kabob platters, sandwiches, etc. Located in the food court of the Landmark Mall in VA. ",(703) 750-0077 | Full halal menu |  | $ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Ravi Chatkhara,"MIDDLE EASTERN, PAKISTANI","303 North Glebe Road, Arlington, VA",https://www.zabihah.com/img/photos/54233.jpg,4.6,5,https://www.zabihah.com/biz/Arlington/Ravi-Chatkhara/khi11Ony14,"The Arlington kabob house Ravi Kabob has opened a third restaurant called Ravi Chatkhara. The menu has more Middle Eastern dishes than next door, as well as more desserts. ","(703) 522-0786 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Alexandria Cupcake,BAKERY,"1022 King Street, Alexandria, VA",https://www.zabihah.com/img/photo_zabihah.png,4,2,https://www.zabihah.com/biz/Alexandria/Alexandria-Cupcake/nbkZskrD7s,"Welcome to Alexandria Cupcake! Located in the heart of Old Town Alexandria, we are Washington, DC metro area's premier cupcake bakery. At Alexandria Cupcake, we pride ourselves in making the best tasting cupcakes and using the the highest quality ingredients. All our cupcakes are baked daily from scratch using only premium ingredients - Madagascar Bourbon Vanilla, European sweet cream butter, premium chocolate (E. Guittard, Valrhona and Callebaut), organic eggs and fresh fruit. (Note: Bourbon vanilla is named for the period when the island of Réunion was ruled by the Bourbon kings of France; it does not contain Bourbon whiskey.) ","(703) 299-9099 | Partial halal menu | Alcohol served | $$$$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go",11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Haandi,INDIAN,"1222 West Broad Street, Falls Church, VA",https://www.zabihah.com/img/photos/25023_logo.jpg,4,1,https://www.zabihah.com/biz/Falls-Church/Haandi/uWwZDeBPkV,,"(703) 533-3501 | Partial halal menu | Alcohol served | $$$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Grill Kabob,AFGHAN,"6500 Springfield Mall, Springfield, VA",https://www.zabihah.com/img/photos/chain_282.jpg,NR,0,https://www.zabihah.com/biz/Springfield/Grill-Kabob/zB8IJ4TF6f,"Grill Kabob offers a choice of Kobeeda, Chicken or Beef served on freshly baked Tandoori Bread with Lettuce, Tomatoes &amp; White Sauce. ","(703) 922-4442 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Saté Truck,INDONESIAN,"512 South Van Dorn Street, Alexandria, VA",https://www.zabihah.com/img/photos/50073.jpg,4,1,https://www.zabihah.com/biz/Alexandria/Sate-Truck/8bxlJQfRfp,"Serving authentic Indonesian food with delicious flavors, fresh ingredients and halal meat throughout DC Metro area. Follow us via Twitter @SateTruck for our two daily locations (Monday-Friday) in the DC Metro neighborhood. ","(240) 277-9563 | Full halal menu | null | $ out of $$$$ | Cash , VISA - accepted | Available to-go",11:00a-3:00p | 11:00a-3:00p | 11:00a-3:00p | 11:00a-3:00p | 11:00a-3:00p | 11:00a-3:00p | 11:00a-3:00p
Tupelo Honey Café,"SOUTHERN, AMERICAN","1616 North Troy Street, Arlington, VA",https://www.zabihah.com/img/photos/134330_logo.jpg,NR,0,https://www.zabihah.com/biz/Arlington/Tupelo-Honey-Cafe/xDLyjYbyPk,"Join us for creative scratch-made southern food for brunch, lunch and dinner! ","(703) 253-8140 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | null | null | Parking available",9:00a-9:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-12:00a | 9:00a-12:00a
Old Town Deli,"GREEK, LEBANESE","109 North Washington Street, Alexandria, VA",https://www.zabihah.com/img/photos/134668.jpg,NR,0,https://www.zabihah.com/biz/Alexandria/Old-Town-Deli/ks9fVSEPYp,"Basic space with a few outdoor tables for hearty, old-school hot &amp; cold sandwiches, plus Greek eats. ","(703) 836-8028 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Istanbul Grill,TURKISH,"4617 Wilson Blvd., Arlington, VA",https://www.zabihah.com/img/photos/147141_logo.jpg,NR,0,https://www.zabihah.com/biz/Arlington/Istanbul-Grill/riGgOrQhcY,,"(571) 970-5828 | Full halal menu | Alcohol allowed | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p
Caspi,"MIDDLE EASTERN, AMERICAN","2901 Columbia Pike, Arlington, VA",https://www.zabihah.com/img/photo_zabihah.png,NR,0,https://www.zabihah.com/biz/Arlington/Caspi/rzVMcnjSxw,Fine dining and hookah lounge that serves various types of international and domestic food with cozy lounge room with comfy couches. ,"(703) 566-4173 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",11:30a-3:30a | 11:30a-3:30a | 11:30a-3:30a | 11:30a-3:30a | 11:30a-3:30a | 11:30a-3:30a | 11:30a-3:30a
The Halal Guys,"MIDDLE EASTERN, AMERICAN","7943 Tysons Corner Center, McLean, VA",https://www.zabihah.com/img/photos/chain_331.jpg,4,1,https://www.zabihah.com/biz/McLean/The-Halal-Guys/edpSmNypZv,"From humble beginnings as a New York City hot dog cart to a world-renowned international restaurant chain, The Halal Guys story is the quintessential American Dream. The Halal Guys is defining a new, thriving segment for the restaurant industry: American Halal Food! The Halal Guys legend began in 1990, when the three founding partners opened up a hot dog cart on West 53rd &amp; 6th Avenue in New York City. As business grew, they recognized a huge demand from Muslim cab drivers looking for a halal food meal. That is when the famous platter of chicken and gyro over rice was born. And let's not forget about the famous white and red sauces! Fast-forward 25 years, five carts, two New York City restaurants, and millions of diverse customers served, The Halal Guys is growing yet again. Fans no longer have to be in NYC to experience The Halal Guys as they look to share American Halal Food all over the country and the world. ","(703) 891-8020 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | Delivery available",10:00a-9:30p | 10:00a-9:30p | 10:00a-9:30p | 10:00a-9:30p | 10:00a-9:30p | 10:00a-9:30p | 10:00a-9:30p
The Perfect Pita,MEDITERRANEAN,"951 North Fairfax Street, Alexandria, VA",https://www.zabihah.com/img/photos/chain_501.jpg,NR,0,https://www.zabihah.com/biz/Alexandria/The-Perfect-Pita/lBuotXh6Ad,"The Perfect Pita was founded in 1994 and remains family-owned and operated today. Based in Springfield, Virginia, our restaurants and catering company (The Perfect Daughter) proudly serve Northern Virginia, Washington, DC, Prince George's county (Md.) and Montgomery county (Md.). Our pita bread and hummus are also available at several retail outlets locally. You are what you eat, so why not be perfect? Famous for our homemade pita bread, baked daily, and highly acclaimed hummus, The Perfect Pita offers customers freshly made food created from family recipes using natural and locally grown ingredients. Our quick service Mediterranean-American menu offers healthy and filling options that appeal to a variety of tastes, whether Mediterranean, classic American, a blend of the two, vegetarian or vegan, there is a perfect option for everyone. ","(703) 683-8805 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",CLOSE | 7:30a-5:00p | 7:30a-5:00p | 7:30a-5:00p | 7:30a-5:00p | 7:30a-5:00p | 8:00a-3:00p
The Perfect Pita,MEDITERRANEAN,"3101 Park Center Drive, Alexandria, VA",https://www.zabihah.com/img/photos/chain_501.jpg,NR,0,https://www.zabihah.com/biz/Alexandria/The-Perfect-Pita/5FMFpCVGZ4,"The Perfect Pita was founded in 1994 and remains family-owned and operated today. Based in Springfield, Virginia, our restaurants and catering company (The Perfect Daughter) proudly serve Northern Virginia, Washington, DC, Prince George's county (Md.) and Montgomery county (Md.). Our pita bread and hummus are also available at several retail outlets locally. You are what you eat, so why not be perfect? Famous for our homemade pita bread, baked daily, and highly acclaimed hummus, The Perfect Pita offers customers freshly made food created from family recipes using natural and locally grown ingredients. Our quick service Mediterranean-American menu offers healthy and filling options that appeal to a variety of tastes, whether Mediterranean, classic American, a blend of the two, vegetarian or vegan, there is a perfect option for everyone. ","(703) 931-7482 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",CLOSE | 7:00a-5:00p | 7:00a-5:00p | 7:00a-5:00p | 7:00a-5:00p | 7:00a-5:00p | CLOSE
The Perfect Pita,MEDITERRANEAN,"2345 Crystal Drive, Arlington, VA",https://www.zabihah.com/img/photos/chain_501.jpg,NR,0,https://www.zabihah.com/biz/Arlington/The-Perfect-Pita/N4yUcZPjO5,"The Perfect Pita was founded in 1994 and remains family-owned and operated today. Based in Springfield, Virginia, our restaurants and catering company (The Perfect Daughter) proudly serve Northern Virginia, Washington, DC, Prince George's county (Md.) and Montgomery county (Md.). Our pita bread and hummus are also available at several retail outlets locally. You are what you eat, so why not be perfect? Famous for our homemade pita bread, baked daily, and highly acclaimed hummus, The Perfect Pita offers customers freshly made food created from family recipes using natural and locally grown ingredients. Our quick service Mediterranean-American menu offers healthy and filling options that appeal to a variety of tastes, whether Mediterranean, classic American, a blend of the two, vegetarian or vegan, there is a perfect option for everyone. ","(703) 412-9440 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",CLOSE | 7:00a-4:00p | 7:00a-4:00p | 7:00a-4:00p | 7:00a-4:00p | 7:00a-4:00p | CLOSE
The Perfect Pita,MEDITERRANEAN,"2200 Clarendon Blvd., Arlington, VA",https://www.zabihah.com/img/photos/chain_501.jpg,NR,0,https://www.zabihah.com/biz/Arlington/The-Perfect-Pita/HxcyvQUHop,"The Perfect Pita was founded in 1994 and remains family-owned and operated today. Based in Springfield, Virginia, our restaurants and catering company (The Perfect Daughter) proudly serve Northern Virginia, Washington, DC, Prince George's county (Md.) and Montgomery county (Md.). Our pita bread and hummus are also available at several retail outlets locally. You are what you eat, so why not be perfect? Famous for our homemade pita bread, baked daily, and highly acclaimed hummus, The Perfect Pita offers customers freshly made food created from family recipes using natural and locally grown ingredients. Our quick service Mediterranean-American menu offers healthy and filling options that appeal to a variety of tastes, whether Mediterranean, classic American, a blend of the two, vegetarian or vegan, there is a perfect option for everyone. ","(703) 527-1511 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",CLOSE | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | CLOSE
The Perfect Pita,MEDITERRANEAN,"1681 Crystal Drive, Arlington, VA",https://www.zabihah.com/img/photos/chain_501.jpg,NR,0,https://www.zabihah.com/biz/Arlington/The-Perfect-Pita/attk3p8QyY,"The Perfect Pita was founded in 1994 and remains family-owned and operated today. Based in Springfield, Virginia, our restaurants and catering company (The Perfect Daughter) proudly serve Northern Virginia, Washington, DC, Prince George's county (Md.) and Montgomery county (Md.). Our pita bread and hummus are also available at several retail outlets locally. You are what you eat, so why not be perfect? Famous for our homemade pita bread, baked daily, and highly acclaimed hummus, The Perfect Pita offers customers freshly made food created from family recipes using natural and locally grown ingredients. Our quick service Mediterranean-American menu offers healthy and filling options that appeal to a variety of tastes, whether Mediterranean, classic American, a blend of the two, vegetarian or vegan, there is a perfect option for everyone. ","(703) 418-6656 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card , Discover - accepted | Available to-go | Delivery available",CLOSE | 7:00a-6:00p | 7:00a-6:00p | 7:00a-6:00p | 7:00a-6:00p | 7:00a-6:00p | CLOSE
The Perfect Pita,MEDITERRANEAN,"1735 North Lynn Street, Arlington, VA",https://www.zabihah.com/img/photos/chain_501.jpg,NR,0,https://www.zabihah.com/biz/Arlington/The-Perfect-Pita/2mHRgTyZ24,"The Perfect Pita was founded in 1994 and remains family-owned and operated today. Based in Springfield, Virginia, our restaurants and catering company (The Perfect Daughter) proudly serve Northern Virginia, Washington, DC, Prince George's county (Md.) and Montgomery county (Md.). Our pita bread and hummus are also available at several retail outlets locally. You are what you eat, so why not be perfect? Famous for our homemade pita bread, baked daily, and highly acclaimed hummus, The Perfect Pita offers customers freshly made food created from family recipes using natural and locally grown ingredients. Our quick service Mediterranean-American menu offers healthy and filling options that appeal to a variety of tastes, whether Mediterranean, classic American, a blend of the two, vegetarian or vegan, there is a perfect option for everyone. ","(703) 522-7482 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",CLOSE | 9:00a-3:00p | 9:00a-3:00p | 9:00a-3:00p | 9:00a-3:00p | 9:00a-3:00p | CLOSE
